locusName	rice.defline	Pfam	Panther	KOG	KO	Best.hit.arabi.name	arabi.symbol	Best.hit.rice.name	rice.symbol
Sobic.007G006501	Protein kinase domain containing protein, expressed	PF00704,PF00069	PTHR27009,PTHR27009:SF16	KOG1187	K01183	AT5G38280.1	PR5K	LOC_Os01g49580.1	NA
Sobic.007G006600	expressed protein		PTHR33133,PTHR33133:SF5			AT1G31130.1		LOC_Os08g01590.1	NA
Sobic.007G006700	polygalacturonase, putative, expressed	PF12708	PTHR31339,PTHR31339:SF4			AT4G33440.1		LOC_Os08g01600.1	NA
Sobic.007G006800	pentatricopeptide, putative, expressed	PF13041,PF14432,PF01535	PTHR24015,PTHR24015:SF46			AT2G33760.1		LOC_Os12g08140.1	NA
Sobic.007G006900	shwachman-Bodian-Diamond syndrome protein, putative, expressed	PF09377,PF01172	PTHR10927,PTHR10927:SF1	KOG2917	K14574	AT1G43860.1		LOC_Os08g01620.2	NA
Sobic.007G007000	DUF250 domain containing protein, putative, expressed	PF03151	PTHR11132,PTHR11132:SF81	KOG1444	K15356	AT2G13650.3	GONST1	LOC_Os08g01610.3	NA
Sobic.007G007100	expressed protein	PF07893	PTHR33085,PTHR33085:SF3					LOC_Os07g49050.1	NA
Sobic.007G007200									NA
Sobic.007G007250									NA
Sobic.007G007300	methyltransferase domain containing protein, expressed	PF03141	PTHR10108,PTHR10108:SF882			AT3G05390.1		LOC_Os06g27980.1	NA
Sobic.007G007400	OsFBL38 - F-box domain and LRR containing protein, expressed		PTHR33110,PTHR33110:SF4					LOC_Os07g31680.1	NA
Sobic.007G007600	OsFBL38 - F-box domain and LRR containing protein, expressed	PF00646	PTHR33110,PTHR33110:SF4			AT1G65770.1	AMR1	LOC_Os07g31680.1	NA
Sobic.007G007650	expressed protein	PF07893	PTHR33085,PTHR33085:SF3					LOC_Os07g49050.1	NA
Sobic.007G007700	OsFBL38 - F-box domain and LRR containing protein, expressed		PTHR33110,PTHR33110:SF4					LOC_Os07g31680.1	NA
Sobic.007G007800	DNA repair metallo-beta-lactamase, putative, expressed	PF12706,PF07522	PTHR23240,PTHR23240:SF11	KOG1361	K15340	AT1G19025.1		LOC_Os08g01630.1	NA
Sobic.007G007900	mago nashi, putative, expressed	PF02792	PTHR12638	KOG3392	K12877	AT1G02140.1	HAP1,MAGO,MEE63	LOC_Os12g18880.1	NA
Sobic.007G008000	invertase/pectin methylesterase inhibitor family protein, putative, expressed	PF04043	PTHR31080,PTHR31080:SF22			AT5G64620.1	ATC/VIF2,C/VIF2	LOC_Os08g01670.1	NA
Sobic.007G008100	invertase/pectin methylesterase inhibitor family protein, putative, expressed	PF04043	PTHR31080,PTHR31080:SF22			AT5G64620.1	ATC/VIF2,C/VIF2	LOC_Os08g01670.1	NA
Sobic.007G008200	invertase/pectin methylesterase inhibitor family protein, putative, expressed	PF04043	PTHR31080,PTHR31080:SF22			AT5G64620.1	ATC/VIF2,C/VIF2	LOC_Os08g01670.1	NA
Sobic.007G008300	WD domain, G-beta repeat domain containing protein, expressed	PF00400	PTHR15271	KOG1009	K10751	AT5G64630.2	FAS2,MUB3.9,NFB01,NFB1	LOC_Os08g01680.1	NA
Sobic.007G008400			PTHR35697,PTHR35697:SF1			AT1G43790.1	TED6		NA
Sobic.007G008500	helix-loop-helix DNA-binding domain containing protein, expressed	PF00010	PTHR12565,PTHR12565:SF125			AT4G00120.1	EDA33,GT140,IND,IND1	LOC_Os01g51140.2	NA
Sobic.007G008600	GLTP domain containing protein, putative, expressed	PF08718	PTHR10219,PTHR10219:SF40	KOG3221		AT1G21360.1	GLTP2	LOC_Os08g01710.1	NA
Sobic.007G008700	expressed protein		PTHR33115,PTHR33115:SF11			AT4G14280.1		LOC_Os07g45570.1	NA
Sobic.007G008800	VHS and GAT domain containing protein, expressed	PF03127,PF00790	PTHR13856,PTHR13856:SF81			AT5G63640.1		LOC_Os08g01740.2	NA
Sobic.007G008900	SAC domain containing protein, putative, expressed	PF02383	PTHR11200,PTHR11200:SF136			AT1G22620.1	ATSAC1	LOC_Os08g01750.1	NA
Sobic.007G009000	expressed protein		PTHR31827,PTHR31827:SF2			AT5G64550.1		LOC_Os06g27830.1	NA
Sobic.007G009100	dehydrogenase, putative, expressed	PF13602,PF08240	PTHR11695,PTHR11695:SF555	KOG0022		AT5G63620.1		LOC_Os08g01760.1	NA
Sobic.007G009200	adenylate kinase, putative, expressed	PF00406	PTHR23359,PTHR23359:SF72	KOG3078	K00939	AT5G47840.1	AMK2	LOC_Os08g01770.1	NA
Sobic.007G009300	OsIAA25 - Auxin-responsive Aux/IAA gene family member, expressed	PF02309	PTHR31734,PTHR31734:SF19		K14484	AT1G51950.1	IAA18	LOC_Os08g01780.2	NA
Sobic.007G009400	bromodomain domain containing protein, expressed	PF00439	PTHR22880,PTHR22880:SF174			AT1G58025.3		LOC_Os08g01794.1	NA
Sobic.007G009500	TKL_IRAK_CR4L.6 - The CR4L subfamily has homology with Crinkly4, expressed	PF03109	PTHR27003,PTHR27003:SF54	KOG1187		AT5G47850.1	CCR4	LOC_Os08g01830.1	NA
Sobic.007G009600	expressed protein		PTHR33978,PTHR33978:SF2			AT3G61660.1		LOC_Os05g49690.1	NA
Sobic.007G009700	nucleic acid binding protein, putative, expressed	PF06003		KOG3026	K12839	AT2G02570.4		LOC_Os08g01840.1	NA
Sobic.007G009800	LTPL33 - Protease inhibitor/seed storage/LTP family protein precursor, expressed							LOC_Os12g13960.1	NA
Sobic.007G009900									NA
Sobic.007G010000	OsFBL6 - F-box domain and LRR containing protein, expressed		PTHR32212,PTHR32212:SF85			AT5G03100.1		LOC_Os02g01550.1	NA
Sobic.007G010100	expressed protein							LOC_Os03g11840.1	NA
Sobic.007G010200									NA
Sobic.007G010300	OsFBL26 - F-box domain and LRR containing protein, expressed	PF08387	PTHR32212,PTHR32212:SF86					LOC_Os05g49980.1	NA
Sobic.007G010350	1-aminocyclopropane-1-carboxylate oxidase homolog 1, putative, expressed		PTHR10209,PTHR10209:SF121			AT5G59530.1		LOC_Os01g35230.1	NA
Sobic.007G010400									NA
Sobic.007G010550									NA
Sobic.007G010700	OsFBL6 - F-box domain and LRR containing protein, expressed	PF00646	PTHR32212,PTHR32212:SF118			AT3G51530.1		LOC_Os02g01550.1	NA
Sobic.007G010800	expressed protein	PF13424	PTHR14140,PTHR14140:SF31			AT3G54360.1		LOC_Os02g55200.2	NA
Sobic.007G010900	esterase, putative, expressed	PF12697	PTHR10992,PTHR10992:SF785	KOG1454		AT4G09900.1	ATMES12,MES12	LOC_Os08g01850.1	NA
Sobic.007G011000	synaptobrevin-related family protein, putative, expressed		PTHR21136,PTHR21136:SF88			AT4G10170.2		LOC_Os08g01880.1	NA
Sobic.007G011100									NA
Sobic.007G011200	DNA binding protein, putative, expressed	PF02485	PTHR31042,PTHR31042:SF3			AT1G10280.1		LOC_Os08g01890.1	NA
Sobic.007G011300	SGR2, putative, expressed	PF02862	PTHR23509:SF10,PTHR23509	KOG2308		AT1G31480.1	SGR2	LOC_Os08g01920.1	NA
Sobic.007G011400	armadillo/beta-catenin repeat family protein, putative, expressed	PF04564,PF00514	PTHR23315,PTHR23315:SF117			AT2G23140.1		LOC_Os08g01900.1	NA
Sobic.007G011500	OsFBX63 - F-box domain containing protein, expressed	PF00646	PTHR32212,PTHR32212:SF96			AT5G22720.1		LOC_Os02g54550.1	NA
Sobic.007G011600	KH domain-containing protein, putative, expressed	PF00013	PTHR10288,PTHR10288:SF145	KOG1676	K13210	AT4G10070.1		LOC_Os08g01930.1	NA
Sobic.007G011700	non-lysosomal glucosylceramidase, putative, expressed	PF12215,PF04685	PTHR12654,PTHR12654:SF7		K17108	AT5G49900.1		LOC_Os08g01940.1	NA
Sobic.007G011800	retrotransposon protein, putative, unclassified, expressed		PTHR11208,PTHR11208:SF52	KOG0119	K13095	AT3G32940.1		LOC_Os08g01070.2	NA
Sobic.007G011900	PHD finger protein, putative, expressed	PF00628,PF12165	PTHR12321,PTHR12321:SF39			AT5G26210.1	AL4	LOC_Os07g41740.1	NA
Sobic.007G012001	ubiquitin family protein, putative, expressed	PF00240	PTHR10666,PTHR10666:SF115			AT5G14360.1		LOC_Os01g67950.1	NA
Sobic.007G012100	beta-galactosidase 7 precursor, putative, expressed	PF02449	PTHR23421,PTHR23421:SF77			AT5G63800.1	BGAL6,MUM2	LOC_Os05g35360.1	NA
Sobic.007G012300	apomixis-related protein Pca21, putative, expressed							LOC_Os02g34920.1	NA
Sobic.007G012400	apomixis-related protein Pca21, putative, expressed							LOC_Os02g34920.1	NA
Sobic.007G012500	apomixis-related protein Pca21, putative, expressed							LOC_Os02g34920.1	NA
Sobic.007G012600									NA
Sobic.007G012700	transferase family protein, putative, expressed	PF02458	PTHR31896,PTHR31896:SF9			AT5G67150.1		LOC_Os08g01950.1	NA
Sobic.007G012800	Leucine Rich Repeat family protein, expressed		PTHR23155,PTHR23155:SF498			AT4G19050.1		LOC_Os08g39570.1	NA
Sobic.007G012900	50S ribosomal protein L19, chloroplast precursor, putative, expressed	PF01245	PTHR15680,PTHR15680:SF9			AT4G11630.1		LOC_Os02g11030.1	NA
Sobic.007G013000	transferase family protein, putative, expressed	PF02458	PTHR31896,PTHR31896:SF10			AT5G67150.1		LOC_Os08g01980.1	NA
Sobic.007G013100	OsFBX142 - F-box domain containing protein, expressed	PF08387	PTHR32212,PTHR32212:SF111			AT5G02930.1		LOC_Os04g40370.1	NA
Sobic.007G013200	expressed protein	PF13812,PF01535,PF13041	PTHR24015,PTHR24015:SF757			AT1G71490.1		LOC_Os08g02040.1	NA
Sobic.007G013300	protein kinase family protein, putative, expressed	PF00069	PTHR24056,PTHR24056:SF203			AT1G53050.1		LOC_Os08g02050.1	NA
Sobic.007G013400	ribosome recycling factor, putative, expressed	PF01765	PTHR20982,PTHR20982:SF8	KOG4759	K02838	AT3G63190.1	AtcpRRF,cpRRF,HFP108,RRF	LOC_Os07g38300.1	NA
Sobic.007G013500	expressed protein		PTHR37191			AT1G33810.1		LOC_Os08g02060.1	NA
Sobic.007G013601									NA
Sobic.007G013700									NA
Sobic.007G013800	OsMADS26 - MADS-box family gene with MIKCc type-box, expressed	PF01486,PF00319	PTHR11945,PTHR11945:SF152	KOG0014		AT1G71692.1	AGL12,XAL1	LOC_Os08g02070.1	NA
Sobic.007G013900	rickettsia 17 kDa surface antigen family protein, expressed		PTHR36708,PTHR36708:SF1			AT1G08480.1		LOC_Os08g02080.1	NA
Sobic.007G014000	OsFBX142 - F-box domain containing protein, expressed	PF08387	PTHR32212,PTHR32212:SF86			AT5G03100.1		LOC_Os04g40370.1	NA
Sobic.007G014100	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF143			AT1G71691.2		LOC_Os08g02094.1	NA
Sobic.007G014200	peroxidase precursor, putative, expressed	PF00141	PTHR31235,PTHR31235:SF22		K00430	AT4G33420.1		LOC_Os08g02110.1	NA
Sobic.007G014300						AT2G02140.1	LCR72,PDF2.6		NA
Sobic.007G014400	NB-ARC domain containing protein, expressed	PF00931	PTHR23155,PTHR23155:SF542	KOG4658		AT3G07040.1	RPM1,RPS3	LOC_Os11g17014.1	NA
Sobic.007G014500	NB-ARC domain containing protein, expressed	PF00931	PTHR23155,PTHR23155:SF542	KOG4658		AT3G46710.1		LOC_Os11g17014.1	NA
Sobic.007G014600	transferase family protein, putative, expressed	PF02458	PTHR31896,PTHR31896:SF10			AT5G07860.1		LOC_Os08g01980.1	NA
Sobic.007G014700	kinase, pfkB family, putative, expressed	PF00294	PTHR10584,PTHR10584:SF169	KOG2855	K00847	AT4G10260.1		LOC_Os08g02120.1	NA
Sobic.007G014800	RNA recognition motif containing protein, putative, expressed	PF05843,PF00076	PTHR24012,PTHR24012:SF358	KOG0128		AT4G24270.1	EMB140	LOC_Os08g02130.1	NA
Sobic.007G014900	STIP1 homology and U box-containing protein 1, putative, expressed	PF13414,PF04564	PTHR22904,PTHR22904:SF363	KOG4642	K09561	AT3G07370.1	ATCHIP,CHIP	LOC_Os08g02140.2	NA
Sobic.007G015000	a_IG002N01.7, putative, expressed	PF08241	PTHR10108:SF720,PTHR10108			AT4G01240.1		LOC_Os08g02150.1	NA
Sobic.007G015100	cytochrome P450, putative, expressed	PF00067	PTHR24298,PTHR24298:SF82	KOG0156		AT1G64940.1	CYP89A6	LOC_Os01g24810.1	NA
Sobic.007G015200	cytochrome P450, putative, expressed	PF00067	PTHR24298,PTHR24298:SF82	KOG0156		AT1G64940.1	CYP89A6	LOC_Os06g22340.1	NA
Sobic.007G015300	calreticulin family protein, expressed	PF14432,PF01535,PF13041	PTHR24015,PTHR24015:SF339			AT1G19720.1		LOC_Os03g59264.1	NA
Sobic.007G015400	a_IG002N01.7, putative, expressed		PTHR10108,PTHR10108:SF720			AT3G05390.1		LOC_Os08g02150.1	NA
Sobic.007G015500	no apical meristem protein, putative, expressed	PF02365	PTHR31719,PTHR31719:SF15			AT2G02450.2	anac034,ANAC035,LOV1,NAC035	LOC_Os08g02160.1	NA
Sobic.007G015600			PTHR36023,PTHR36023:SF2						NA
Sobic.007G015700	expressed protein		PTHR23155,PTHR23155:SF485			AT3G07040.1	RPM1,RPS3	LOC_Os11g43390.1	NA
Sobic.007G015800									NA
Sobic.007G015900									NA
Sobic.007G016000									NA
Sobic.007G016100									NA
Sobic.007G016200	expressed protein	PF00931	PTHR23155,PTHR23155:SF601			AT3G46730.1		LOC_Os11g37050.1	NA
Sobic.007G016300									NA
Sobic.007G016400	expressed protein	PF05631	PTHR23516,PTHR23516:SF2	KOG4332		AT2G23093.1		LOC_Os08g02190.1	NA
Sobic.007G016500	expressed protein	PF16594	PTHR35165,PTHR35165:SF2					LOC_Os08g02200.1	NA
Sobic.007G016600	expressed protein	PF13225	PTHR33591,PTHR33591:SF1			AT1G64680.1		LOC_Os08g02210.2	NA
Sobic.007G016700	OsFBX142 - F-box domain containing protein, expressed		PTHR32212,PTHR32212:SF111					LOC_Os04g40370.1	NA
Sobic.007G016750									NA
Sobic.007G016800	OsFBL26 - F-box domain and LRR containing protein, expressed		PTHR32212,PTHR32212:SF86			AT1G61330.1		LOC_Os05g49980.1	NA
Sobic.007G016900	OsFBL26 - F-box domain and LRR containing protein, expressed	PF08387	PTHR32212,PTHR32212:SF86			AT3G44060.1		LOC_Os05g49980.1	NA
Sobic.007G017000	conserved hypothetical protein		PTHR33157,PTHR33157:SF3					LOC_Os02g24940.1	NA
Sobic.007G017100									NA
Sobic.007G017200	OsFBX142 - F-box domain containing protein, expressed	PF08387	PTHR32212,PTHR32212:SF111			AT5G02930.1		LOC_Os04g40370.2	NA
Sobic.007G017300	endoglucanase, putative, expressed	PF00759	PTHR22298,PTHR22298:SF40			AT1G02800.1	ATCEL2,CEL2	LOC_Os08g02220.1	NA
Sobic.007G017400	RNA recognition motif containing protein, expressed	PF00076	PTHR24012,PTHR24012:SF406	KOG0123	K13161	AT4G00830.2		LOC_Os10g06130.1	NA
Sobic.007G017500	FAD-binding and arabino-lactone oxidase domains containing protein, putative, expressed	PF04030,PF01565	PTHR13878,PTHR13878:SF43	KOG4730		AT2G46740.1		LOC_Os08g02230.1	NA
Sobic.007G017700	IQ calmodulin-binding motif domain containing protein, expressed	PF00612,PF13178	PTHR32295,PTHR32295:SF21			AT1G01110.2	IQD18	LOC_Os08g02250.1	NA
Sobic.007G017800	OsFBX142 - F-box domain containing protein, expressed	PF08387	PTHR32212,PTHR32212:SF111			AT5G41840.1		LOC_Os04g40370.2	NA
Sobic.007G017900	expressed protein							LOC_Os05g50000.1	NA
Sobic.007G018000	expansin precursor, putative, expressed	PF03330,PF01357	PTHR31867,PTHR31867:SF10			AT5G39300.1	ATEXP25,ATEXPA25,ATHEXP ALPHA 1.18,EXP25,EXPA25	LOC_Os03g21820.1	NA
Sobic.007G018100	no apical meristem protein, putative, expressed	PF02365	PTHR31989,PTHR31989:SF39			AT2G46770.1	ANAC043,EMB2301,NST1	LOC_Os08g02300.1	NA
Sobic.007G018200	RNA recognition motif containing protein, putative, expressed	PF07145,PF00076	PTHR24012	KOG0131		AT1G32790.1	CID11	LOC_Os08g02330.1	NA
Sobic.007G018300	60S acidic ribosomal protein, putative, expressed	PF00428	PTHR21141	KOG1762	K02942	AT5G24510.1		LOC_Os08g02340.2	NA
Sobic.007G018400	expressed protein	PF16910,PF06650,PF12624,PF16908,PF16909	PTHR16166,PTHR16166:SF100	KOG1809		AT5G24740.1		LOC_Os08g02350.1	NA
Sobic.007G018500	galactosyltransferase family protein, putative, expressed	PF13334,PF01762	PTHR11214,PTHR11214:SF123	KOG2288		AT1G32930.1		LOC_Os08g02370.1	NA
Sobic.007G018550	expressed protein							LOC_Os10g12290.1	NA
Sobic.007G018601									NA
Sobic.007G018651	OsFBX380 - F-box domain containing protein, expressed	PF12937	PTHR32133,PTHR32133:SF101					LOC_Os10g12200.1	NA
Sobic.007G018700	kinesin motor domain containing protein, putative, expressed	PF00225	PTHR24115	KOG0240		AT3G63480.2		LOC_Os08g02380.1	NA
Sobic.007G018900	RNA recognition motif containing protein, putative, expressed	PF00076	PTHR24012	KOG0131		AT1G01080.1		LOC_Os08g02390.1	NA
Sobic.007G019000	40S ribosomal protein S13, putative, expressed	PF00312,PF08069	PTHR11885,PTHR11885:SF7	KOG0400	K02953	AT4G00100.1	ATRPS13A,PFL2,RPS13,RPS13A	LOC_Os08g02410.1	NA
Sobic.007G019100	mitochondrial ribosomal protein S10, putative, expressed	PF00338	PTHR11700,PTHR11700:SF7		K02946	AT3G22300.1	RPS10	LOC_Os12g33240.2	NA
Sobic.007G019200	deoxyhypusine synthase, putative, expressed	PF01916	PTHR11703,PTHR11703:SF0			AT5G05920.1	DHS,EDA22	LOC_Os03g52970.2	NA
Sobic.007G019300	adaptin, putative, expressed	PF01602	PTHR11134,PTHR11134:SF1		K12397	AT3G55480.2	PAT2	LOC_Os01g74180.1	NA
Sobic.007G019400	40S ribosomal protein S13, putative, expressed	PF00312,PF08069	PTHR11885,PTHR11885:SF7	KOG0400	K02953	AT4G00100.1	ATRPS13A,PFL2,RPS13,RPS13A	LOC_Os08g02410.1	NA
Sobic.007G019501	OsCML7 - Calmodulin-related calcium sensor protein, expressed	PF13405,PF13499	PTHR23050,PTHR23050:SF214	KOG0027	K13448	AT1G12310.1		LOC_Os08g02420.1	NA
Sobic.007G019600	expressed protein	PF08263,PF13855,PF00069	PTHR27006,PTHR27006:SF18	KOG1187		AT2G45340.1		LOC_Os08g02440.1	NA
Sobic.007G019700	ATCHX, putative, expressed	PF00999	PTHR32468,PTHR32468:SF12	KOG1650		AT2G13620.1	ATCHX15,CHX15	LOC_Os08g02450.1	NA
Sobic.007G019800	expressed protein	PF10248	PTHR13105,PTHR13105:SF7			AT4G22740.1		LOC_Os08g02460.1	NA
Sobic.007G019900	expansin precursor, putative, expressed	PF03330,PF01357	PTHR31867,PTHR31867:SF14			AT1G20190.1	ATEXP11,ATEXPA11,ATHEXP ALPHA 1.14,EXP11,EXPA11	LOC_Os03g06050.1	NA
Sobic.007G020000	AP-3 complex subunit delta, putative, expressed		PTHR22781		K12396	AT1G48760.1	delta-ADR	LOC_Os01g32880.1	NA
Sobic.007G020100	expansin precursor, putative, expressed	PF03330,PF01357	PTHR31867,PTHR31867:SF14			AT1G20190.1	ATEXP11,ATEXPA11,ATHEXP ALPHA 1.14,EXP11,EXPA11	LOC_Os03g31480.1	NA
Sobic.007G020200	expansin precursor, putative, expressed	PF01357,PF03330	PTHR31867:SF14,PTHR31867			AT1G20190.1	ATEXP11,ATEXPA11,ATHEXP ALPHA 1.14,EXP11,EXPA11	LOC_Os03g06050.1	NA
Sobic.007G020300	AT hook motif domain containing protein, expressed	PF03479	PTHR31500,PTHR31500:SF7			AT4G12080.1	AHL1,ATAHL1	LOC_Os08g02490.1	NA
Sobic.007G020400	OsWAK112d - OsWAK receptor-like protein kinase, expressed	PF13947,PF00069	PTHR27005,PTHR27005:SF52	KOG1187		AT1G21230.1	WAK5	LOC_Os10g10130.3	NA
Sobic.007G020500	expressed protein	PF15963	PTHR22929		K15198	AT4G39160.1		LOC_Os03g62388.1	NA
Sobic.007G020600	MATE efflux protein, putative, expressed	PF01554	PTHR11206,PTHR11206:SF128	KOG1347		AT1G51340.2		LOC_Os10g13940.1	NA
Sobic.007G020700	ACT domain containing protein, expressed	PF13740,PF01842	PTHR31096,PTHR31096:SF6			AT1G12420.1	ACR8	LOC_Os03g14370.2	NA
Sobic.007G020800	OsSAUR31 - Auxin-responsive SAUR gene family member, expressed	PF02519	PTHR31374,PTHR31374:SF54		K14488	AT2G21210.1		LOC_Os08g02520.1	NA
Sobic.007G020900	OsSAUR31 - Auxin-responsive SAUR gene family member, expressed	PF02519	PTHR31374,PTHR31374:SF54		K14488	AT2G21210.1		LOC_Os08g02520.1	NA
Sobic.007G021000	plant protein of unknown function domain containing protein, expressed	PF03140	PTHR31549,PTHR31549:SF20			AT3G50140.1		LOC_Os08g02820.1	NA
Sobic.007G021100	carrier, putative, expressed	PF03087	PTHR33070,PTHR33070:SF12			AT2G17080.1		LOC_Os08g43980.1	NA
Sobic.007G021200	carrier, putative, expressed	PF03087	PTHR33070,PTHR33070:SF12			AT2G17080.1		LOC_Os08g43980.1	NA
Sobic.007G021300	carrier, putative, expressed	PF03087	PTHR33070:SF12,PTHR33070			AT2G17080.1		LOC_Os08g43960.1	NA
Sobic.007G021400	carrier, putative, expressed	PF03087	PTHR33070,PTHR33070:SF12			AT2G17080.1		LOC_Os08g43960.1	NA
Sobic.007G021500	carrier, putative, expressed	PF03087	PTHR33070,PTHR33070:SF12			AT2G17080.1		LOC_Os08g43960.1	NA
Sobic.007G021600	carrier, putative, expressed	PF03087	PTHR33070,PTHR33070:SF12			AT2G17080.1		LOC_Os08g43960.1	NA
Sobic.007G021700	carrier, putative, expressed	PF03087	PTHR33070,PTHR33070:SF12			AT2G17080.1		LOC_Os08g43960.1	NA
Sobic.007G021800	carrier, putative, expressed	PF03087	PTHR33070,PTHR33070:SF12			AT2G17080.1		LOC_Os08g43960.1	NA
Sobic.007G021900	carrier, putative, expressed	PF03087	PTHR33070,PTHR33070:SF12			AT2G17080.1		LOC_Os08g43960.1	NA
Sobic.007G022000	importin subunit beta, putative, expressed	PF13513	PTHR10527,PTHR10527:SF19		K14293	AT3G08943.1		LOC_Os05g28510.3	NA
Sobic.007G022100	carrier, putative, expressed	PF03087	PTHR33070,PTHR33070:SF12			AT2G17070.1		LOC_Os08g43960.1	NA
Sobic.007G022200	glutathione S-transferase, putative, expressed	PF13417	PTHR11260,PTHR11260:SF200	KOG0406	K00799	AT1G10370.1	ATGSTU17,ERD9,GST30,GST30B	LOC_Os10g38700.1	NA
Sobic.007G022300	carrier, putative, expressed	PF03087	PTHR33070,PTHR33070:SF12			AT2G17080.1		LOC_Os08g43970.1	NA
Sobic.007G022400	OsSAUR31 - Auxin-responsive SAUR gene family member, expressed	PF02519	PTHR31374,PTHR31374:SF54		K14488	AT2G21210.1		LOC_Os08g02520.1	NA
Sobic.007G022500	RNA recognition motif containing protein, putative, expressed	PF00076,PF12353	PTHR10352	KOG0122	K03248	AT3G11400.1	ATEIF3G1,EIF3G1	LOC_Os02g54700.2	NA
Sobic.007G022600	adenylate kinase, putative, expressed	PF00406	PTHR23359,PTHR23359:SF84	KOG3078	K00939	AT3G01820.1		LOC_Os08g02540.1	NA
Sobic.007G022700	proteasome subunit, putative, expressed	PF01399	PTHR10758	KOG2582	K12177	AT5G14250.1	COP13,CSN3,FUS11	LOC_Os08g02550.1	NA
Sobic.007G022800	DUF1517 domain containing protein, putative, expressed	PF07466	PTHR33975,PTHR33975:SF3			AT1G54520.1		LOC_Os08g02560.1	NA
Sobic.007G022900	methyltransferase domain containing protein, expressed	PF08241	PTHR10108,PTHR10108:SF874			AT1G24480.1		LOC_Os08g02600.1	NA
Sobic.007G023000	expressed protein	PF08224	PTHR33377,PTHR33377:SF4					LOC_Os07g18570.1	NA
Sobic.007G023100	CCT/B-box zinc finger protein, putative, expressed	PF06203	PTHR31874,PTHR31874:SF6			AT5G14370.1		LOC_Os06g15330.1	NA
Sobic.007G023200	OsFBX178 - F-box domain containing protein, expressed		PTHR32212,PTHR32212:SF122			AT5G56810.1		LOC_Os05g49680.1	NA
Sobic.007G023300	photosystem II core complex proteins psbY, chloroplast precursor, putative, expressed	PF06298	PTHR34790,PTHR34790:SF1		K02723	AT1G67740.1	PSBY,YCF32	LOC_Os08g02630.1	NA
Sobic.007G023400	succinate dehydrogenase iron-sulfur subunit 2,mitochondrial precursor, putative, expressed	PF00253,PF13085	PTHR11921,PTHR11921:SF23	KOG1741	K00235	AT5G40650.1	SDH2-2	LOC_Os08g02640.1	NA
Sobic.007G023500									NA
Sobic.007G023600	ATP binding protein, putative, expressed	PF13177	PTHR11669,PTHR11669:SF22	KOG0989		AT4G24790.1		LOC_Os08g02670.1	NA
Sobic.007G023650									NA
Sobic.007G023700	MA3 domain containing protein, expressed	PF02847	PTHR12626,PTHR12626:SF0			AT5G63190.1		LOC_Os08g02690.1	NA
